content,day,time,noon,venue,Id_program,sections,transaction,title,abstract,authors,track,invited,invited_keynote,authors_affiliation
CMOS BEOL Compatible Metal-Oxides Logics and Memories for New Paradigm Computing in the Post-Moore,12 March 2025 (Wednesday),9:45am,morning," Grand Hall A, 1/F, 12W",W-10-6-2,9:25am to 10:50am,EDTM25-000107,CMOS BEOL Compatible Metal-Oxides Logics and Memories for New Paradigm Computing in the Post-Moore Era,"Low temperature processable electronic materials have been garnering increasing research attention due to its compatibility in deposition on a large variety of substrates, and ability for monolithic 3D (M3D) integration for high device density. This makes it suitable for a plethora of applications ranging from conventional applications in high performance computing, to unique applications such as in bioelectronics. Among them, metal-oxide have emerged as pivotal materials with it able to function as memory and logic devices. Here, we present briefly the development of metal-oxides technology in logic devices and related circuits, as well as emerging memory devices for new computing paradigm. The challenges and future outlook for the use of metal-oxides in future electronics are then concluded.","Yida Li,Feichi Zhou","10 Sensor, MEMS, Bio-Electronics",1,[Invited],"Yida Li, Southern University of Science and Technology, China "
Advanced electronic devices empowering opto-sensors for imaging and perception,12 March 2025 (Wednesday),10:05am,morning," Grand Hall A, 1/F, 12W",W-10-6-3,9:25am to 10:50am,EDTM25-000648,Advanced electronic devices empowering opto-sensors for imaging and perception,"In addition to covering applications of 2D opto-sensors with processing capabilities, we summarize possible architectures of 2D opto-sensors based on advanced electronic devices. Several innovative works using these architectures have been reviewed in this article, in which the functions of optosensors go beyond those of traditional concepts. These works may revolutionize sensors in terms of imaging and perception","Lai Wang,Wen Pan,Jinpu Tang,Zhibiao Hao,Changzheng Sun,Bing Xiong,Jian Wang,Yanjun Han,Hongtao Li,Lin Gan,Yi Luo","10 Sensor, MEMS, Bio-Electronics",1,[Invited],"Lai Wang, Tsinghua University, China "
Microwave coherent storage based on the long lifetime cavity electromechanical system,12 March 2025 (Wednesday),10:25am,morning," Grand Hall A, 1/F, 12W",W-10-6-4,9:25am to 10:50am,EDTM25-000335,Microwave coherent storage based on the long lifetime cavity electromechanical system,"Cavity optomechanical system holds potential for applications in ultrasensitive detection and serves as a fundamental element in the development of general quantum networks. Here we experimentally present the coherent storage of microwave signal utilizing a cavity electromechanical system comprising a high-quality factor SiN membrane resonator and superconducting cavity. It demonstrates that the coherent storage time is high to 50 ms, with acquisition of less than one quantum noise during this timeframe. These results indicate that long-coherent-time phonons could serve as ideal candidates for the development of quantum memories in quantum computers.",Tiefu Li,"10 Sensor, MEMS, Bio-Electronics",1,[Invited],"Tiefu Li, Tsinghua University, China "
Biofuel Cell-Inspired Chemical Sensors for Monitoring Glutamate in Mammalian Central Nervous System,12 March 2025 (Wednesday),9:25am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-11-3-1,9:25am to 10:50am,EDTM25-000587,Biofuel Cell-Inspired Chemical Sensors for Monitoring Glutamate in Mammalian Central Nervous System,"Chemical biomarkers in the central nervous system can provide valuable quantitative measures to gain insight into the etiology and pathogenesis of neurological diseases. Glutamate, one of the most important excitatory neurotransmitters in the brain, has been found to be upregulated in various neurological disorders, such as traumatic brain injury, Alzheimer's disease, stroke, epilepsy, chronic pain, and migraines. However, quantitatively monitoring glutamate release in situ has been challenging. This work presents a novel class of flexible, miniaturized probes inspired by biofuel cells for monitoring synaptically released glutamate in the nervous system. The resulting sensors, with dimensions as low as 50 by 50 µm2, can detect real-time changes in glutamate within the biologically relevant concentration range. Experiments exploiting the hippocampal circuit in mice models demonstrate the capability of the sensors in monitoring glutamate release via electrical stimulation using acute brain slices.  These advances could aid in basic neuroscience studies and translational engineering, as the sensors provide a diagnostic tool for neurological disorders. Additionally, adapting the biofuel cell design to other neurotransmitters can potentially enable the detailed study of the effect of neurotransmitter dysregulation on neuronal cell signaling pathways and revolutionize neuroscience.",Jinghua Li,11 Flexible and Wearable Electronics,1,[Invited],"Jinghua Li, Ohio State University, USA "
AI-boosted wireless near-infrared wearable sensing system for advancing muscle-tracking technology,12 March 2025 (Wednesday),9:45am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-11-3-2,9:25am to 10:50am,0.0,AI-boosted wireless near-infrared wearable sensing system for advancing muscle-tracking technology, ,0.0,11 Flexible and Wearable Electronics,0.0,[Invited],"Wubin Bai, University of North Carolina at Chapel Hill, USA "
A Submersible Soft Robot with Ultrasonic Echolocation Capabilities,12 March 2025 (Wednesday),10:05am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-11-3-3,9:25am to 10:50am,EDTM25-000064,A Submersible Soft Robot with Ultrasonic Echolocation Capabilities,"Underwater soft robots are being developed to address the limitations of traditional underwater robots, such as heavy weight, susceptibility to rust, and lack of flexibility. They can replace humans in tasks like underwater search and rescue, exploration and salvage, and pipeline inspection and maintenance. Recognizing the importance of echolocation, this paper proposes a submersible soft robot with flexible ultrasonic array for bathymetric measurement, underwater topography imaging, and underwater defect detection, offering a new solution for profound exploration under harsh conditions.","Guozhen Shen,Zhongming Chen,Qilin Hua,Jiaqiang Xu",11 Flexible and Wearable Electronics,0,,"Guozhen Shen, Zhongming Chen, Qilin Hua,Jiaqiang Xu, Beijing Institute of Technology, China "
Flexible pulse waveform sensor array for cuffless PWV measurement,12 March 2025 (Wednesday),10:20am,morning," INNO2 Multifunction Hall 1, 2/F, 17W",W-11-3-4,9:25am to 10:50am,EDTM25-000116,Flexible pulse waveform sensor array for cuffless PWV measurement,"Wearable devices are increasingly used for non-invasive pulse wave velocity (PWV) monitoring, with pressure sensors being the primary tools for tracking pulses. However, most existing pressure sensors require preloading through cuffs or tapes, thereby introducing variability due to tightness differences across users. Here we present a self-powered, cuffless device for PWV monitoring that overcomes these limitations by eliminating preloading requirements, thereby offering a more reliable and user-friendly solution for continuous PWV measurement. ","Zhou Jiang,Cunman Liang,Ni Zhao",11 Flexible and Wearable Electronics,0,,"Zhou Jiang,Cunman Liang,Ni Zhao, City University of Hong Kong, Hong Kong "
Optimization of Short-channel Top-gate MoS2 FETs via a Non-transfer Fabrication,12 March 2025 (Wednesday),9:25am,morning," Conference Hall 6&7, 2/F, 8W & 10W",W-12-2-1,9:25am to 10:50am,EDTM25-000579,Optimization of Short-channel Top-gate MoS2 FETs via a Non-transfer Fabrication,"We fabricated short-channel top-gate transistor arrays based on wafer-scale MoS2. The dielectric layer consisting of 8 nm HfO2 is developed to meet the scaling down targets. The typical device achieves ION/IOFF ratio of 1.2×109 and a positive VTH of 0.57 V with the channel length of 400 nm. Through gate engineering and width-to-length ratio adjustment, the E/D-NMOS inverters were realized. This integration process could pave the way for scaling down of the 2D transistors.","Wenzhong Bao,Haojie Chen,Xinliu He,Jinshu Zhang,Jiahao Wang,Sen Wang,Yuchen Tian,Saifei Gou,Xiangqi Dong,Mingrui Ao,Qicheng Sun,Zhejia Zhang,Yan Hu,Jieya Shang,Yufei Song,Yuxuan Zhu",12 Nanotechnologies,1,[Invited],"Prof. Wenzhong Bao, Fudan University, China "
Epitaxial Growth of Stacking Faults-free,12 March 2025 (Wednesday),9:45am,morning," Conference Hall 6&7, 2/F, 8W & 10W",W-12-2-2,9:25am to 10:50am,EDTM25-000632,Epitaxial Growth of Stacking Faults-free Hexagonal Bilayer MoS2,"Deterministic growth of a single-phase material with a low defect density is essential for achieving phase-sensitive properties uniformly and on demand in a scalable manner. While layered materials exhibit various polytypes with significantly different crystal symmetries and properties, the small difference in free energies between polytypes makes phase control challenging [1]. Here, we report the deterministic growth of bilayer MoS2 films with a hexagonal single phase over a large area using metalorganic chemical vapor deposition. In layer-by-layer growth, forming single Mo atom seeds on top of the first-grown MoS2 layer prior to the second-layer growth ensures deterministic stacking of the second layer. Density functional theory suggests that these atomic seeds serve as nucleation sites, guiding the crystal growth of the hexagonal phase and preventing the formation of the rhombohedral phase. ",Cheol-Joo Kim,12 Nanotechnologies,1,[Invited],"Prof. Cheol-Joo Kim, Postech, Korea, South Korea "
2-D FET Modeling: Why Incorporating the Gate- and Drain-Dependent Source Tunneling Barriers Matter,12 March 2025 (Wednesday),10:05am,morning," Conference Hall 6&7, 2/F, 8W & 10W",W-12-2-3,9:25am to 10:50am,EDTM25-000545,2-D FET Modeling: Why Incorporating the Gate- and Drain-Dependent Source Tunneling Barriers Matter,"This paper presents the modeling of a two-dimensional (2-D) field-effect transistor (FET). By considering two tunneling regions at the source and showing how these regions vary with the gate and drain voltages, a compact model that captures even the non-linear dependence of the drain current at low drain voltages observed in fabricated devices is developed. The proposed model reproduces the results from TCAD simulations and published experimental data with close agreement. This highlights the importance of incorporating the gate- and drain-dependent source tunneling barriers in modeling 2-D FETs.","Cristine Jin Estrada,Zichao Ma,Lining Zhang,Mansun Chan",12 Nanotechnologies,1,[Invited],"Dr. Cristine Jin Estrada, University of Santo Tomas, Philippines "
A Controlled Metal Doping Method Based on MoS2 Top-gate Transistor,12 March 2025 (Wednesday),10:25am,morning," Conference Hall 6&7, 2/F, 8W & 10W",W-12-2-4,9:25am to 10:50am,EDTM25-000580,A Controlled Metal Doping Method Based on MoS2 Top-gate Transistor,"This study proposes a strategy for controllably tuning the threshold voltage of two-dimensional (2D) transistors. By depositing different metals with low work functions in the channel region of MoS2 transistors, different doping levels are achieved. Experimental results indicate that aluminum enables controllable n-doping through adjustments in thickness without degrading mobility and subthreshold swing. By combining transistors with different threshold voltages, we successfully fabricated enhancement and depletion (E-D) mode inverters with adjustable flip-flop voltages. This research provides a pioneering methodology for achieving controllable doping in 2D semiconductors.","Wenzhong Bao,Zhejia Zhang,Jingjie Zhou,Saifei Gou,Yuxuan Zhu,Xiangqi Dong,Mingrui Ao,Qicheng Sun,Yuchen Tian,Jinshu Zhang,Yan Hu,Xinliu He,Haojie Chen,Yufei Song,Jieya Shang,Zhengjie Sun,Xiaojun Tan",12 Nanotechnologies,0,,"Wenzhong Bao,Zhejia Zhang,Jingjie Zhou,Saifei Gou,Yuxuan Zhu,Xiangqi Dong,Mingrui Ao,Qicheng Sun,Yuchen Tian,Jinshu Zhang,Yan Hu,Xinliu He,Haojie Chen,Yufei Song,Jieya Shang,Zhengjie Sun,Xiaojun Tan, Fudan University, China "
Boosting 2D Transistor Performance via TiS2 van der Waals Contact Engineering,12 March 2025 (Wednesday),10:40am,morning," Conference Hall 6&7, 2/F, 8W & 10W",W-12-2-5,9:25am to 10:50am,EDTM25-000289,Boosting 2D Transistor Performance via TiS2 van der Waals Contact Engineering,"In this work, we employ the 2D semimetal TiS2 to construct high-quality metal-semiconductor contact for WSe2 p-channel transistors and reduce subthreshold swing (SS) for MoS2 n-channel transistors. The use of 2D high-work-function semimetal TiS2 can effectively induce the degenerate p-doping at the contact regions with a weak fermi-level pinning effect. The contact resistance of WSe2 transistors can be reduced from 303 kΩ to 6.5 kΩ. The van der Waals semimetal contact technique can improve 2D transistor performance.","Jialei Miao,Heng Zhang,Zheng Bian,Tianjiao Zhang,Yuda Zhao",12 Nanotechnologies,0,,"Jialei Miao,Heng Zhang,Zheng Bian,Tianjiao Zhang,Yuda Zhao, Zhejiang University, China "
Field Effect Control of Electronic States in Correlated Materials,12 March 2025 (Wednesday),11:00am,morning," Charles K Kao Auditorium, 1/F, 8W & 10W",W-1-3-1,11:00am to 12:30pm,EDTM25-000592,Field Effect Control of Electronic States in Correlated Materials,"Electric-field control of charge carrier density in condensed matter, demonstrated through electric-double-layer transistors, offers high tunability for emergent electronic phenomena. This presentation will cover three advances in field-effect control of electronic states in correlated materials: newly discovered solid-state superionic fluoride dielectrics and their applications, magnetic state control in Fe5GeTe2, and the arresting and tunability of hidden Kondo states in Fe5GeTe2. These studies expand the scope of research into quantum materials and their related applications.",Hongtao Yuan,01 Materials,1,[Invited],"Hongtao Yuan, Nanjing University, China "
Robust OS-FeFETs with Crystallized Anatase-TiO2 Channel-Hafnia Ferroelectric Layer Stack for Integration of,12 March 2025 (Wednesday),11:20am,morning," Charles K Kao Auditorium, 1/F, 8W & 10W",W-1-3-2,11:00am to 12:30pm,EDTM25-000597,Robust OS-FeFETs with Crystallized Anatase-TiO2 Channel-Hafnia Ferroelectric Layer Stack for Integration of 3D Memory Applications,"In this study, the planar and vertical OS-FeFETs were fabricated based on a stack of TiO2-channel/HfLaO ferroelectric layers without thermal budget mismatch. The fabricated FeFETs demonstrate exceptional performance and robust stability, including: 1) Memory properties with an on/off ratio exceeding 10^6, a memory window of over 1V, and endurance surpassing 10^8 cycles; 2) High-temperature operational stability up to 475K and resistance to ambient exposure for over a year. The excellent memory performances and thermal-stability achieved in OS-FeFETs could be owed to material- and process-compatibility between the crystalized TiO2 channel/HfLaO ferroelectric layers that results in a thermally-stable stack with negligible interfacial interdiffusion. ","Jinfeng Kang,Xujin Song,Chenxi Yu,Dijiang Sun,Jiajia Zhang,Shangze Li,Xiaoyan Liu",01 Materials,1,[Invited],"Jinfeng Kang, Peking University, China "
Innovative Phase/Structure-Engineered Two-Dimensional Layered Hybrid Films for Nanoelectronics,12 March 2025 (Wednesday),11:40am,morning," Charles K Kao Auditorium, 1/F, 8W & 10W",W-1-3-3,11:00am to 12:30pm,EDTM25-000638,Innovative Phase/Structure-Engineered Two-Dimensional Layered Hybrid Films for Nanoelectronics,"2D layered materials, including graphene and transition metal dichalcogenides (TMDs) allow the scaling down to atomically thin thicknesses and possess unique physical properties under dimensionality confinement. The chemical vapor deposition (CVD) process is the most popular approach for all kinds of 2D materials due to its high yield and quality. Nevertheless, the need for high temperature and the relatively long process time within each cycle hinders commercial development in terms of production cost. However, the transfer procedure has become one of the major limitations of the overall performance. In my talk, an inductively coupled plasma (ICP) was used to synthesize Transition Metal Dichalcogenides (TMDs) through a plasma-assisted selenization process of metal oxide (MOx) at a low temperature as as shown in Figure 1. Compared to other CVD processes, ICP facilitates the decomposition of the precursors at lower temperatures. We create the phase/structure-engineered-1T/2H 3D-hierarchical 2D materials derived from the MOx 3D-hierarchical nanostructures through a low-temperature plasma-assisted selenization process with controlled shapes grown by a glancing angle deposition system (GLAD), as shown in Figure 2.  In addition, a plasma-assisted selenization process (PASP) converted monolayer MoS2 to Janus MoSSe was demonstrated. Various spectroscopies, microscopies, and electrical characterizations were conducted to systematically investigate the MoSSe samples that were synthesized at various temperatures.The applications, including (1) water splitting, (2) gas sensors, (3) batteries, and (4) resistive change memory, will be reported.",Yu-Lun Chueh,01 Materials,1,[Invited],"Yu-Lun Chueh, National Tsing Hua University, Taiwan "
Solution-Processed Reduced-Dimensional Cesium Lead Halide Perovskites,12 March 2025 (Wednesday),12:00pm,morning," Charles K Kao Auditorium, 1/F, 8W & 10W",W-1-3-4,11:00am to 12:30pm,EDTM25-000677,Solution-Processed Reduced-Dimensional Cesium Lead Halide Perovskites,"This work introduces a solution-processed approach for growing Cs₂PbX₄ nanostructures on CsPbI₂Br thin films, achieving effective control over interface morphology. The surface of CsPbI₂Br thin films is modified through CsCl post-treatment using various organic solvents. Careful optimization of post-treatment parameters, including solvent selection and processing conditions, ensures uniform nanostructure growth and improved interfacial properties. This strategy significantly reduces defects and enhances charge transport, leading to efficient and stable Cs-based perovskite solar cells (PSCs).","Gaukhar Nigmetova,Zhuldyz Yelzhanova,Hryhorii Parkhomenko,Meruyert Tilegen,Askhat N. Jumabekov,Tri T. Pham,Annie Ng",01 Materials,1,[Invited],"Annie NG, Nazarbayev University, Kazakhstan "
Spin injection in graphene using ferromagnetic indium-cobalt van der Waals contacts,12 March 2025 (Wednesday),12:20pm,morning," Charles K Kao Auditorium, 1/F, 8W & 10W",W-1-3-5,11:00am to 12:30pm,EDTM25-000665,Spin injection in graphene using ferromagnetic indium-cobalt van der Waals contacts,"Graphene based spintronic devices require efficient spin injection, and dielectric tunnel barriers are typically used to facilitate spin injection. Here we report spin injection in graphene lateral spin valves using ferromagnetic van der Waals (vdW) contacts of indium and cobalt (In/Co), and without the deposition of dielectric tunnel barriers. With the approach, we obtain magnetoresistance (MR) values of 1.5 % ± 0.5% (spin signal around 50 W), which is comparable to state-of-the-art graphene lateral spin valves with oxide tunnel barriers, with a working device yield of more than 70%.",Manish Chhowalla,01 Materials,1,[Invited],"Manish Chhowalla, University of Cambridge, UK "
Direct Evidence of Oxygen Vacancy Generation in Whole Gate Stacks Through Multiple Electrical and Atomic-,12 March 2025 (Wednesday),11:00am,morning," Function Hall, 1/F, 12W",W-2-3-1,11:00am to 12:30pm,EDTM25-000145,Direct Evidence of Oxygen Vacancy Generation in Whole Gate Stacks Through Multiple Electrical and Atomic-Scale Physical Methods as the Cause of Endurance Failure in FeFETs,"We have experimentally confirmed that the oxygen vacancy (VO) generation within whole gate stacks is the origin of the endurance failure in Si FeFET by multiple electrical methods and atomic-scale physical characterization techniques. Through gate leakage, low-frequency noise, and split I-V measurements, we found that defect generation occurs in whole gate stacks and electron-hole recombination during bipolar cycling plays a dominant role. Furthermore, we determined that the type of the generated defects is VO based on scanning transmission electron microscopy (STEM) and electron energy-loss spectroscopy (EELS) characterizations.","Xianzhou Shao,Hao Xu,Saifei Dai,Fengbin Tian,Xiaoyu Ke,Jiahui Duan,Min Liao,Xinpei Jia,Xiaoqing Sun,Junshuai Chai,Jun Luo,Wenwu Wang,Xiaolei Wang","02 Process, Tools, Yield, and Manufacturing",1,[Invited],"Xiaolei Wang, IME, CAS, China "
Remote effect of extra metal layer on TiN electrode on the ferroelectric properties of Hf0.5Zr0.5O2 thin films,12 March 2025 (Wednesday),11:20am,morning," Function Hall, 1/F, 12W",W-2-3-2,11:00am to 12:30pm,EDTM25-000531,Remote effect of extra metal layer on TiN electrode on the ferroelectric properties of Hf0.5Zr0.5O2 thin films,"An extra metal cap is generally employed for improving the top electrode conductivity of TiN/Hf0.5Zr0.5O2(HZO)/TiN ferroelectric capacitor. This work demonstrates that the extra metal cap also has a significant remote effect on polarization, endurance performance and crystalline structure of HZO films. And, based on a strain evaluation of the HZO films, the remote effect of extra metal cap is understood to be a modulation of the in-plane strain in the films.","Zhipeng Xue,Xiuyan Li,Jingquan Liu,Mengwei Si","02 Process, Tools, Yield, and Manufacturing",0,,"Zhipeng Xue,Xiuyan Li,Jingquan Liu,Mengwei Si, Shanghai jiaotong University, China "
Effect of Top Al2O3 Interlayer Thickness on the Memory Window of FeFETs with,12 March 2025 (Wednesday),11:35am,morning," Function Hall, 1/F, 12W",W-2-3-3,11:00am to 12:30pm,EDTM25-000022,Effect of Top Al2O3 Interlayer Thickness on the Memory Window of FeFETs with TiN/Al2O3/Hf0.5Zr0.5O2/SiOx/Si (MIFIS) Gate Structure,"In this work, we investigate the effect of top Al2O3 interlayer thickness on the memory window (MW) of Si channel ferroelectric field-effect transistors (Si-FeFETs) with TiN/Al2O3/Hf0.5Zr0.5O2/SiOx/Si (MIFIS) gate structure. We find that the MW first increases and then remains almost constant with the increasing thickness of the top Al2O3 interlayer. This phenomenon is attributed to the smaller electric field of the ferroelectric Hf0.5Zr0.5O2 in the MIFIS structure with a thicker top Al2O3 interlayer after a program operation, which makes the charges injected from the metal gate trapped at the top Al2O3/Hf0.5Zr0.5O2 interface cannot remain.","Tao Hu,Runhao Han,Xinpei Jia,Jia Yang,Zeqi Chen,Xiaoqing Sun,Junshuai Chai,Hao Xu,Xiaolei Wang,Wenwu Wang,Tianchun Ye","02 Process, Tools, Yield, and Manufacturing",0,,"Tao Hu,Runhao Han,Xinpei Jia,Jia Yang,Zeqi Chen,Xiaoqing Sun,Junshuai Chai,Hao Xu,Xiaolei Wang,Wenwu Wang,Tianchun Ye, Institute of Microelectronics of the Chinese Academy of Sciences, China "
Study of Threshold Voltage Degradation Mechanism of Ferroelectric Field-Effect Transistors (FeFETs) with,12 March 2025 (Wednesday),11:50am,morning," Function Hall, 1/F, 12W",W-2-3-4,11:00am to 12:30pm,EDTM25-000062,Study of Threshold Voltage Degradation Mechanism of Ferroelectric Field-Effect Transistors (FeFETs) with TiN/SiO2/Hf0.5Zr0.5O2/SiOx/Si (MIFIS) Gate Stacks,"In this work, we investigate the degradation of the threshold voltage after the erase operation in HfO2-based silicon channel ferroelectric field-effect transistors (HfO2 Si-FeFETs) with TiN/SiO2/Hf0.5Zr0.5O2/SiOx/Si (MIFIS) gate structure. We find that after the erase operation, the increased hole density trapped at the SiOx/Hf0.5Zr0.5O2 interface and decreased ferroelectric polarization, are key factors leading to the degradation of the threshold voltage after the erase operation (Vth_ERS) for the FeFETs with MIFIS structure. In addition, the low capacitance value of the top SiO2 interlayer further exacerbates the impact of increased hole density on the Vth_ERS.","Zeqi Chen,Tao Hu,Xinpei Jia,Runhao Han,Jia Yang,Yajing Ding,Xiaoqing Sun,Junshuai Chai,Hao Xu,Xiaolei Wang,Wenwu Wang,Tianchun Ye","02 Process, Tools, Yield, and Manufacturing",0,,"Zeqi Chen,Tao Hu,Xinpei Jia,Runhao Han,Jia Yang,Yajing Ding,Xiaoqing Sun,Junshuai Chai,Hao Xu,Xiaolei Wang,Wenwu Wang,Tianchun Ye, Institute of Microelectronics, Chinese Academy of Sciences, China "
The impact of DC stress on the recoverable tetragonal-to-orthorhombic phase transition in hafnium zirconium,12 March 2025 (Wednesday),12:05pm,morning," Function Hall, 1/F, 12W",W-2-3-5,11:00am to 12:30pm,EDTM25-000566,The impact of DC stress on the recoverable tetragonal-to-orthorhombic phase transition in hafnium zirconium oxide capacitors,"In this work, we studied the effect of DC stress at room temperature on the polarization strength and dielectric constant of HfxZr1-xO2 film capacitors, as well as the retention of this effect. We found that under DC stress, the device changes from a significant non-polarized characteristics to a gradually increased polarization in the low-voltage range. Therefore, it is understood the device exhibits a certain phase transition from the tetragonal to the orthorhombic phase. The polarization decreases after a long time of recovery, suggesting it returns to a state close to the initial state. Accordingly, under DC stress, the dielectric constant of the device gradually decreases, and after recovery, it gradually returns to a k value close to the initial state. The above results suggest the correlation between k value and crystal phases during reliability testing.","Zhenyu Chen,Dan Lv,Zhiyu Lin,Dongdong Li,Mengwei Si","02 Process, Tools, Yield, and Manufacturing",0,,"Zhenyu Chen,Dan Lv,Zhiyu Lin,Dongdong Li,Mengwei Si, Shanghai Jiao Tong University, China "
Oxidation of TiN Interface and Improvement of AlN Intercalation of ZrO2 Capacitor in DRAM,12 March 2025 (Wednesday),11:00am,morning," Multifunction Hall 2&3, 2/F, 17W",W-4-6-1,11:00am to 12:30pm,EDTM25-000614,Oxidation of TiN Interface and Improvement of AlN Intercalation of ZrO2 Capacitor in DRAM,"In the DRAM capacitor field, due to the electrode TiN oxygen-gettering nature, an additional oxide layer at the interface of the capacitor was inevitably made. To prevent the formation of oxide layer, we adopted AlN as oxygen diffusion blocking layer (ODBL) and optimized the thickness of this interface layer. Moreover, AlN acted as ODBL could take into account both oxidation resistance and electrical properties, which positively contributed to the improvement of interface quality in the DRAM capacitor.","Songming Miao,Xinyi Tang,Yuanbiao Li,Guangwei Xu,Di Lu,Shibing Long",04 Memory Technologies,0,,"Songming Miao,Xinyi Tang,Yuanbiao Li,Guangwei Xu,Di Lu,Shibing Long, University of Science and Technology of China, China "
Low-Voltage Multi-Level Flash Memory Based on Intra-Float-Gate Charge Transfer,12 March 2025 (Wednesday),11:15am,morning," Multifunction Hall 2&3, 2/F, 17W",W-4-6-2,11:00am to 12:30pm,EDTM25-000249,Low-Voltage Multi-Level Flash Memory Based on Intra-Float-Gate Charge Transfer,"Low-voltage multi-level flash memory devices with two (2FG) and four (4FG) metal floating gate layers have been successfully demonstrated experimentally. The intra-float-gate charge transfer and storage mechanism is proposed to achieve multi-level storage under sequential low-voltage pulse train. The 2FG and 4FG devices show 3-bit storage capability at 5V and 6V, respectively. The retention up to 10 years and endurance of about 10^5 cycles are also verified.","Yifan Chen,Qing Wang,Zongwei Shang,Mingmin Shi,Xijun Zhou,Xiaoyan Xu,Xia An,Ru Huang,Ming Li,Haixia Li",04 Memory Technologies,0,,"Yifan Chen,Qing Wang,Zongwei Shang,Mingmin Shi,Xijun Zhou,Xiaoyan Xu,Xia An,Ru Huang,Ming Li,Haixia Li, Peking University, China "
Oxygen Vacancy-Zr Content Synergy for Morphotropic Phase Boundary Towards High-performance DRAM,12 March 2025 (Wednesday),11:30am,morning," Multifunction Hall 2&3, 2/F, 17W",W-4-6-3,11:00am to 12:30pm,EDTM25-000575,Oxygen Vacancy-Zr Content Synergy for Morphotropic Phase Boundary Towards High-performance DRAM Applications,"To advance DRAM technology, balancing high permittivity with reliability remains a critical challenge. This study achieves ultra-high permittivity (~67) and low leakage (3E-8 A/cm2 at 0.8 V) in hafnium-based films through combined modulation of oxygen vacancy (VO) and Zr content. TDDB and endurance tests confirm the superior reliability of these films. By adjusting ozone dose time during atomic layer deposition (ALD), oxygen vacancies are flexibly controlled, influencing phase ratio to induce morphotropic phase boundary and significantly enhance permittivity. The synergistic effect of Zr content further boosts permittivity while mitigating reliability issues. This co-modulation strategy overcomes traditional trade-offs between high permittivity and reliability, providing a promising approach for next-generation high-performance DRAM applications.","Jinhao Liu,Xuepei Wang,Maokun Wu,Boyao 崔,Yichen Wen,Yishan Wu,Sheng Ye,Pengpeng Ren,Runsheng Wang,Zhigang Ji,Ru Huang",04 Memory Technologies,0,,"Jinhao Liu,Xuepei Wang,Maokun Wu,Boyao 崔,Yichen Wen,Yishan Wu,Sheng Ye,Pengpeng Ren,Runsheng Wang,Zhigang Ji,Ru Huang, Shanghai Jiaotong Unversity, China "
Research on Oxidizer Engineering of ALD for Industrial Production of ZrO2 Capacitor in DRAM,12 March 2025 (Wednesday),11:45am,morning," Multifunction Hall 2&3, 2/F, 17W",W-4-6-4,11:00am to 12:30pm,EDTM25-000584,Research on Oxidizer Engineering of ALD for Industrial Production of ZrO2 Capacitor in DRAM,"This manuscript aims to enhance the production efficiency while maintaining its properties by optimizing the growth processes of the DRAM capacitor material ZrO2, through oxidizer engineering by increasing the O3 flux and using an extremely fast pulse time (1.5 s). This “short pulse - high oxidizer flux” method elevates the k value, effectively reduces leakage, and cuts off the growth time. Moreover, this method also provides high reliability and uniformity of the resulting devices.","Xinyi Tang,Songming Miao,Yuanbiao Li,Di Lu,Shibing Long,Guangwei Xu",04 Memory Technologies,0,,"Xinyi Tang,Songming Miao,Yuanbiao Li,Di Lu,Shibing Long,Guangwei Xu, University of Science and Technology of China, China "
Characterization of a 1T-Floating Body DRAM Cell in Bulk Silicon MOSFETs for Cryogenic Memory Applications,12 March 2025 (Wednesday),12:00pm,morning," Multifunction Hall 2&3, 2/F, 17W",W-4-6-5,11:00am to 12:30pm,EDTM25-000308,Characterization of a 1T-Floating Body DRAM Cell in Bulk Silicon MOSFETs for Cryogenic Memory Applications,"In this work, we characterized the SMIC 180 nm bulk silicon MOSFETs down to 6 K and experimentally validated their application in cryogenic capacitor-less floating body dynamic random-access memory (DRAM). At 6 K with a drain voltage of 1.8 V, the device demonstrates a hysteresis loop with a width exceeding 0.2 V, a high-to-low drain current ratio of 10^9. Additionally, it exhibits a sense margin that exceeds 650 μA, a long retention time (>10^3 s), and a  high-speed memory operation (50 ns). These characteristics make it a promising candidate for a compact, capacitor-less, single-transistor memory.","Hengxu Guo,Yuanke ZHANG,Yuefeng Chen,Haoyu Sheng,Chi Fang,Guoping Guo,Chao Luo",04 Memory Technologies,0,,"Hengxu Guo,Yuanke ZHANG,Yuefeng Chen,Haoyu Sheng,Chi Fang,Guoping Guo,Chao Luo, University of Science and Technology of China, China "
